WKT	OBJECTID	Enabled	Subtype	COMPKEY	WATER_	ANGLE	ValveCompkey	HydrantID	ValveID	Group_	Sequence	COMPTYPE
"POINT (-118.46545934707014 34.030209128432332)"	580		0	45308	20164	175.23635864	3748	955	18-191			12
"POINT (-118.46470353078389 34.030790950669605)"	581		0	45309	20165	180	3749	956	23-41B			12
"POINT (-118.46707503414392 34.031244824637739)"	582		0	45310	20166	90	3750	957	18-186			12
"POINT (-118.4677399569874 34.031810872753503)"	583		0	45311	20167	90	3751	958	18-184			12
"POINT (-118.46616076466202 34.030658867320192)"	584		0	45312	20168	101.76828765	3752	959	18-188			12
"POINT (-118.46857773929419 34.032527021117687)"	585		0	45313	20169	90	3753	960	18-183			12
"POINT (-118.46841147249116 34.03096679588441)"	586		0	45314	20170	0	3754	961	18-181			12
"POINT (-118.46931677447451 34.030224444571282)"	587		0	45315	20171	359.95761108	3755	962	18-180			12
"POINT (-118.46834502619573 34.033058333461021)"	588		0	45316	20172	180	3756	963	22-125			12
"POINT (-118.46959290993033 34.032094301707545)"	589		0	45317	20173	270	3757	964	18-145			12
"POINT (-118.46936626982472 34.031964791258325)"	590		0	45318	20174	0	3758	965	18-147A			12
"POINT (-118.47018852417864 34.031297488934413)"	591		0	45319	20175	0	3759	966	18-151			12
"POINT (-118.47088588327038 34.030762122633327)"	592		0	45320	20176	0	83663	967	18-152A			12
"POINT (-118.47136820191952 34.030695011040045)"	593		0	45321	20177	270	3761	968	18-153			12
"POINT (-118.47186841140136 34.032541642539712)"	594		0	45322	20178	0	3762	969	18-140			12
"POINT (-118.4710038791561 34.033241349526925)"	595		0	45323	20179	0	3763	970	18-143			12
"POINT (-118.46994428852737 34.034101253680348)"	596		0	45324	20180	0	3764	971	22-74			12
"POINT (-118.46899581962343 34.03487095484958)"	597		0	45325	20181	0	3765	972	22-76			12
"POINT (-118.46805346237426 34.035629919017431)"	598		0	45326	20182	0	3766	973	22-79			12
"POINT (-118.47113733297545 34.031960283346052)"	599		0	45327	20183	270	3767	974	18-149			12
"POINT (-118.46883317021545 34.033218602414102)"	600		0	45328	20184	0	3768	975	22-97			12
"POINT (-118.46758677376606 34.033724076456814)"	601		0	45329	20185	270	3769	976	22-122			12
"POINT (-118.46663182456393 34.034442831737508)"	602		0	45330	20186	180	3770	977	22-119			12
"POINT (-118.46392689732593 34.03141924611554)"	603		0	45331	20187	180	3771	978	23-41			12
"POINT (-118.47449818862543 34.033376090996235)"	604		0	45332	20188	270	3772	979	18-67			12
"POINT (-118.47206188642203 34.034389829959785)"	605		0	45334	20189	179.95127868	3774	981	18-115			12
"POINT (-118.47092690332393 34.035189163699705)"	606		0	45335	20190	0	3775	982	22-52			12
"POINT (-118.47015886528614 34.035934745943123)"	607		0	45336	20191	180	3776	983	22-54			12
"POINT (-118.4633154949826 34.030296223349495)"	608		0	45337	20693	153.17150878	3834	990	23-54			12
"POINT (-118.46023455572704 34.028151854159916)"	609		0	45341	20694	329.44628906	3838	994	23-88			12
"POINT (-118.46128728076739 34.027933829096746)"	610		0	45342	20695	329.47631835	3839	995	23-85			12
"POINT (-118.45930398517756 34.026502531450596)"	611		0	45343	20696	255.10247802	3840	996	23-135			12
"POINT (-118.45876767589917 34.025751229840715)"	612		0	45344	20697	256.5135498	3841	997	23-144			12
"POINT (-118.45949528036961 34.025906440715779)"	613		0	45345	20698	165.6327362	3842	998	23-132			12
"POINT (-118.46095718852827 34.027074417102078)"	614		0	45346	20699	329.39492797	3843	999	23-101			12
"POINT (-118.46219983538262 34.026951647136002)"	615		0	45348	20700	239.40399169	3845	1001	23-106			12
"POINT (-118.46109941112239 34.026167876326888)"	616		0	45349	20701	180.1030426	3846	1002	23-128			12
"POINT (-118.46021963293701 34.02537371243541)"	617		0	45350	20702	90	3847	1003	23-130			12
"POINT (-118.45739749400327 34.02569368191299)"	618		0	45351	20703	260.79660034	3848	1004	23-155			12
"POINT (-118.45842136643962 34.025187282422962)"	619		0	45352	20704	257.31613159	3849	1005	23-152			12
"POINT (-118.45942043051134 34.02465496377561)"	620		0	45353	20705	258.27841186	3850	1006	23-149			12
"POINT (-118.46212990603111 34.025427766116536)"	621		0	45354	20706	0	3851	1007	17-50			12
"POINT (-118.45993449251706 34.027475144908834)"	622		0	45355	20707	239.42077636	3852	1008	23-98			12
"POINT (-118.46388945269267 34.028244725871545)"	623		0	45356	20708	329.39273071	3853	1009	23-79			12
"POINT (-118.44993776146343 34.01401405468819)"	624		0	45357	21481	168.04954528	3949	1033	24-24			12
"POINT (-118.47794149879942 34.046251183677043)"	625		0	45359	21513	328.62030029	3957	1037	21-88			12
"POINT (-118.47621418727043 34.045319708685952)"	626		0	45360	21514	281.23480224	3958	1038	21-86			12
"POINT (-118.47557913143454 34.043411036031536)"	627		0	45361	21570	269.80902099	3962	1040	21-53			12
"POINT (-118.47498150864813 34.041715524534482)"	628		0	45363	21571	179.76127624	3964	1042	21-41			12
"POINT (-118.47344270263794 34.042993597548765)"	629		0	45364	21572	270	3965	1043	21-83			12
"POINT (-118.47454861112173 34.043953326121816)"	630		0	45365	21573	270	3966	1044	21-84			12
"POINT (-118.47232097986836 34.042027819577569)"	631		0	45366	21574	270.57150268	3967	1045	21-79			12
"POINT (-118.47134346444406 34.041141665617467)"	632		0	45367	21575	179.82095336	3968	1046	21-78			12
"POINT (-118.47222983152686 34.040538669146009)"	633		0	45368	21576	269.64956665	3969	1047	21-63			12
"POINT (-118.47303747288692 34.041421335355572)"	634		0	45369	21577	89.61579132	3970	1048	21-64			12
"POINT (-118.47226585822656 34.040068175848766)"	635		0	45370	21578	359.86291503	3971	1049	21-72			12
"POINT (-118.47273840039995 34.039660633123979)"	636		0	45371	21579	4.99e-006	3972	1050	21-36			12
"POINT (-118.47092661370635 34.039928200605168)"	637		0	45372	21580	89.81868743	3973	1051	22-8A			12
"POINT (-118.47020408943588 34.039328657086756)"	638		0	45373	21581	179.81028747	3974	1052	22-7			12
"POINT (-118.47066320232202 34.038780446334378)"	639		0	45374	21582	269.95721435	3975	1053	22-12			12
"POINT (-118.46871213395571 34.038027696738951)"	640		0	45375	21906	90	4025	1066	22-47			12
"POINT (-118.46807424385122 34.037495278227951)"	641		0	45376	21907	0	4026	1067	22-65			12
"POINT (-118.46941462167385 34.037060719126423)"	642		0	45377	21908	90	4027	1068	22-48			12
"POINT (-118.4655665924588 34.035342872245423)"	643		0	45378	21909	90	4028	1069	22-116			12
"POINT (-118.46708797837803 34.036407628487389)"	644		0	45379	21910	0	4029	1070	22-85			12
"POINT (-118.46423832649597 34.035521505444322)"	645		0	45380	21911	0	4030	1071	23-1			12
"POINT (-118.46396603850509 34.033986052691873)"	646		0	45381	21912	90	4031	1072	23-21			12
"POINT (-118.46243761557321 34.032675528794236)"	647		0	45382	21913	90	4032	1073	23-34			12
"POINT (-118.46484775924435 34.033244801995494)"	648		0	45383	21914	180	4033	1074	23-17			12
"POINT (-118.46360540648574 34.034238847460436)"	649		0	45384	21915	268.8356018	4034	1075	23-22			12
"POINT (-118.46166557866047 34.033296300147761)"	650		0	45385	21916	270	4035	1076	23-25			12
"POINT (-118.46312179905753 34.032072543175069)"	651		0	45386	21917	180	4036	1077	23-36			12
"POINT (-118.46095989328785 34.032693208949247)"	652		0	45387	22292	270	4080	1085	23-28			12
"POINT (-118.46094307624504 34.03111413192331)"	653		0	45388	22293	239.59005737	4081	1086	23-45			12
"POINT (-118.46088884214504 34.030825054130879)"	654		0	45389	22294	149.71064758	4082	1087	23-52			12
"POINT (-118.45622277766051 34.026327155792998)"	655		0	45390	22295	350.80444335	4083	1088	23-157			12
"POINT (-118.4566605866911 34.027172561430206)"	656		0	45391	22296	346.12371826	4084	1089	23-124			12
"POINT (-118.45513034153315 34.028929749028109)"	657		0	45392	22297	288.83105468	4085	1090	23-117			12
"POINT (-118.45627277147626 34.029341971236398)"	658		0	45393	22298	19.45013999	4086	1091	23-57			12
"POINT (-118.45698790809728 34.029049215768687)"	659		0	45394	22299	90	4087	1092	23-59			12
"POINT (-118.45716007715284 34.029811511791998)"	660		0	45395	22300	239.43597412	4088	1093	23-50			12
"POINT (-118.4586896082854 34.029304924592388)"	661		0	45396	22301	329.39273071	4089	1094	23-64			12
"POINT (-118.45932506977131 34.028332044347472)"	662		0	45400	22302	329.30026245	4093	1098	23-91			12
"POINT (-118.45975728069102 34.031071550995257)"	663		0	45401	22303	329.83691406	4094	1099	23-47A			12
"POINT (-118.45768726396365 34.031458254782876)"	664		0	45402	22304	329.118927	4095	1100	23-48			12
"POINT (-118.49129798326099 34.037551043620589)"	665		0	45403	22819	0	4170	1117	11-194			12
"POINT (-118.47727309340657 34.028163913094581)"	666		0	45404	22852	0	4177	1118	18-126			12
"POINT (-118.48136470791746 34.032555601833835)"	667		0	45405	22952	270	4182	1121	19-201A			12
"POINT (-118.49302405590966 34.036168156706957)"	668		0	45406	23022	0	4183	1122	11-184			12
"POINT (-118.49212364097659 34.036907866289773)"	669		0	45407	23024	4.21480274	4184	1123	11-189			12
"POINT (-118.49040699777477 34.038289925872363)"	670		0	45408	23035	359.99978637	4187	1124	11-199			12
"POINT (-118.47432508188706 34.009159167758739)"	671		0	45409	23096	353.14233398	4206	1127	6-68			12
"POINT (-118.47093512488193 34.011006563364987)"	672		0	45410	23122	263.35809326	4211	1128	6-199			12
"POINT (-118.46430322054483 34.012582449067075)"	673		0	45411	23150	82.78121948	4215	1132	15-125			12
"POINT (-118.45935904517934 34.012084283358767)"	674		0	45412	23229	254.48114013	4224	1134	16-13			12
"POINT (-118.45865355209193 34.011281855936524)"	675		0	45413	23236	261.00762939	4225	1135	16-16			12
"POINT (-118.50113884682197 34.04217467067086)"	676		0	45414	23584	179.79586792	4252	1148	11-15			12
"POINT (-118.50206202400071 34.041450945366172)"	677		0	45415	23585	175.12818908	4253	1149	11-21			12
"POINT (-118.50028903784181 34.042835545915182)"	678		0	45416	23590	177.58982849	4254	1150	11-13			12
"POINT (-118.49932343724699 34.043587552557128)"	679		0	45417	23592	180.13574218	4255	1151	11-8	1	24	12
"POINT (-118.49771724031802 34.044854090808677)"	680		0	45418	23594	180.20327758	4256	1152	11-3	1	18	12
"POINT (-118.49855996826884 34.04420366424204)"	681		0	45419	23595	180.00010681	4257	1153	11-6	1	21	12
"POINT (-118.49683967343771 34.045544042367169)"	682		0	45420	23597	180.04269409	4258	1154	20-31	1	15	12
"POINT (-118.49588134433164 34.046292036280697)"	683		0	45421	23600	180.18705749	4260	1155	20-27	1	10	12
"POINT (-118.47337623309143 34.004484753844984)"	684		0	45424	23658	356.48477172	4268	1162	6-9A			12
"POINT (-118.46261832305477 34.021376633755573)"	685		0	45426	23676	257.50946044	4272	1167	17-4			12
"POINT (-118.47664708895854 34.03001026142082)"	686		0	45427	23761	269.96871948	4284	1169	18-93			12
"POINT (-118.467971283008 34.010716227508894)"	687		0	45428	23807	262.23541259	4291	1172	15-10			12
"POINT (-118.46719950849786 34.009946451772706)"	688		0	45429	23816	262.99984741	4296	1173	15-13			12
"POINT (-118.46505821938345 34.00685353636117)"	689		0	45431	23842	80.55513	4300	1179	15-26			12
"POINT (-118.4641140252748 34.005814952330205)"	690		0	45432	23849	166.96878051	4302	1183	15-32			12
"POINT (-118.4607208582474 34.013702631106355)"	691		0	45433	23897	263.46762085	4313	1202	16-7			12
"POINT (-118.46003617562295 34.012889778356524)"	692		0	45434	23898	264.14904785	4314	1203	16-9			12
"POINT (-118.46594432685461 34.007932708068836)"	693		0	45435	23936	159.50405883	4339	1204	15-23			12
"POINT (-118.45711900828059 34.028187013774321)"	694		0	45437	24073	90	4487	1214	23-110			12
"POINT (-118.45712114312967 34.028013714556693)"	695		0	45438	24074	180	4488	1215	23-112			12
"POINT (-118.45614420661764 34.028606903205919)"	696		0	45439	24078	166.70822143	4490	1216	23-114			12
"POINT (-118.45513634721515 34.026878375062317)"	697		0	45440	24080	350.79858398	4493	1217	23-162			12
"POINT (-118.45430214613387 34.02727651763967)"	698		0	45441	24081	349.78558349	4494	1218	23-163			12
"POINT (-118.45290560157683 34.0278267425332)"	699		0	45442	24084	260.52746582	4496	1219	23-168			12
"POINT (-118.48951043602987 34.005249080447939)"	700		0	45443	24087	85.25685119	4498	1220	4-267			12
"POINT (-118.46140145649018 34.01451058787579)"	701		0	45445	24098	257.52737426	4507	1223	16-4			12
"POINT (-118.4616395527829 34.015377783391301)"	702		0	45446	24099	350.86981201	4508	1224	16-56			12
"POINT (-118.48511837752839 34.001300423380606)"	703		0	45447	24102	355.64230346	4511	1225	5-30			12
"POINT (-118.48399958433239 34.001320124291404)"	704		0	45448	24103	265.17324829	4512	1226	5-36			12
"POINT (-118.51433873797269 34.025381235628842)"	705		0	45450	24104	284.03622436	4514	1228	1-4			12
"POINT (-118.51349235484636 34.024918950342531)"	706		0	45451	24105	284.22949218	4515	1229	1-9			12
"POINT (-118.51475827082021 34.027752815368444)"	707		0	45453	24107	101.07291412	4518	1231	1-37			12
"POINT (-118.51288174884313 34.028643596612817)"	708		0	45454	24108	273.18252563	4519	1232	1-84			12
"POINT (-118.51370923737252 34.026354824787269)"	709		0	45455	24109	189.77436828	4520	1233	1-36			12
"POINT (-118.51320832171794 34.026225919377303)"	710		0	45456	24110	60.44359588	4521	1234	1-35			12
"POINT (-118.51239058012726 34.02815428439564)"	711		0	45457	24111	183.41299438	4522	1235	1-83			12
"POINT (-118.51208118967942 34.027935613021334)"	712		0	45458	24112	2.64941692	4523	1236	1-82			12
"POINT (-118.51091448236519 34.028998345917067)"	713		0	45459	24113	5.857728	4524	1237	1-94			12
"POINT (-118.51094468923304 34.029461370513268)"	714		0	45460	24114	186.16366577	4525	1238	1-91			12
"POINT (-118.50940032268247 34.030376088083493)"	715		0	45461	24115	2.91471695	4526	1239	1-133			12
"POINT (-118.50970833615528 34.030584697552406)"	716		0	45462	24116	183.45332336	4527	1240	1-134			12
"POINT (-118.50853658499776 34.030130048639315)"	717		0	45463	24117	2.7677989	4528	1241	1-131			12
"POINT (-118.50974847624377 34.028234168092531)"	718		0	45464	24118	272.41949462	4529	1242	1-100			12
"POINT (-118.5118744824657 34.0259947911089)"	719		0	45465	24119	281.08523559	4530	1243	1-48			12
"POINT (-118.50992657299209 34.026720249052318)"	720		0	45466	24120	1.02792394	4531	1244	1-79B			12
"POINT (-118.50885733778732 34.027637034956818)"	721		0	45467	24121	1.14576303	4532	1245	1-101A			12
"POINT (-118.50838330595388 34.027294936273272)"	722		0	45468	24122	271.26739502	4533	1246	1-105			12
"POINT (-118.5078425333696 34.028506853398852)"	723		0	45469	24123	89.99999237	4534	1247	1-103A			12
"POINT (-118.50690307964564 34.029315588046636)"	724		0	45470	24124	89.99999237	4535	1248	1-130			12
"POINT (-118.50599349615003 34.030256775144949)"	725		0	45471	24125	180	4536	1249	1-152			12
"POINT (-118.50518961336685 34.02990123787081)"	726		0	45472	24126	359.85675048	4537	1250	1-156			12
"POINT (-118.504668198017 34.029128157348602)"	727		0	45473	24127	178.70228576	4538	1251	1-158			12
"POINT (-118.50632396067988 34.027623163111528)"	728		0	45474	24128	270	4539	1252	1-129			12
"POINT (-118.50550390669045 34.028297142643581)"	729		0	45475	24129	270	4540	1253	1-129B			12
"POINT (-118.50746034565422 34.02667563376697)"	730		0	45476	24130	359.79730224	4541	1254	1-106A			12
"POINT (-118.50683293251438 34.025272675367773)"	731		0	45477	24131	89.99999237	4542	1255	1-77B			12
"POINT (-118.50564471179108 34.025586075374584)"	732		0	45478	24132	90.26679992	4543	1256	1-115			12
"POINT (-118.50602219595397 34.025885224282703)"	733		0	45479	24133	0.16370199	4544	1257	1-113			12
"POINT (-118.50674788770499 34.026501910949044)"	734		0	45480	24134	90	4545	1258	1-110			12
"POINT (-118.50834886032362 34.025981151390425)"	735		0	45481	24135	89.99999237	4546	1259	1-78B			12
"POINT (-118.50916210414405 34.024435599323724)"	736		0	45482	24136	179.67071533	4547	1260	1-59			12
"POINT (-118.50831177767526 34.024032734999409)"	737		0	45483	24137	89.99999237	4548	1261	1-61A			12
"POINT (-118.50764863606956 34.024573869848851)"	738		0	45484	24138	89.99999237	4549	1262	1-77			12
"POINT (-118.50787419385033 34.023422156622061)"	739		0	45485	24139	270.46206665	4550	1263	1-64			12
"POINT (-118.50920898262783 34.022069100133656)"	740		0	45486	24140	272.6942749	4551	1264	1-17			12
"POINT (-118.50665316961805 34.023684271340343)"	741		0	45487	24141	89.99999237	4552	1265	1-76			12
"POINT (-118.50697989365446 34.022506257874596)"	742		0	45488	24142	270.190979	4553	1266	1-69			12
"POINT (-118.50604308450205 34.023268829701166)"	743		0	45489	24143	269.80691528	4554	1267	1-72			12
"POINT (-118.50559568294638 34.023616175933881)"	744		0	45490	24144	359.27661132	4555	1268	1-74			12
"POINT (-118.50594891072386 34.024259472869112)"	745		0	45491	24145	270	4556	1269	1-76B			12
"POINT (-118.50523823312957 34.024882957920774)"	746		0	45492	24146	180	4557	1270	1-116A			12
"POINT (-118.50507936522807 34.024049213895367)"	747		0	45493	24147	269.42800903	4558	1271	1-75A			12
"POINT (-118.50465315003719 34.024375643331808)"	748		0	45494	24148	359.71636962	4559	1272	1-121			12
"POINT (-118.50371156549397 34.025136492963448)"	749		0	45495	24150	359.43829345	4561	1273	1-123			12
"POINT (-118.5032619725461 34.026488252529035)"	750		0	45496	24151	270	4562	1274	1-127B			12
"POINT (-118.50275984949722 34.02590754385605)"	751		0	45497	24152	359.56594848	4563	1275	1-125			12
"POINT (-118.50336069313803 34.028027260537044)"	752		0	45498	24153	359.73471069	4564	1276	1-161			12
"POINT (-118.50275826204349 34.027501309961671)"	753		0	45499	24154	270	4565	1277	1-162			12
"POINT (-118.50239341073737 34.027191311082426)"	754		0	45500	24155	180	4566	1278	1-163A			12
"POINT (-118.50182878155667 34.026667497955188)"	755		0	45501	24156	0.42971	4567	1279	1-166			12
"POINT (-118.50384391172105 34.028427706957494)"	756		0	45502	24157	270	4568	1280	1-159			12
"POINT (-118.50522403977943 34.026582065460012)"	757		0	45503	24158	89.99999237	4569	1281	1-128			12
"POINT (-118.50414211491001 34.027413955459437)"	758		0	45504	24159	89.99999237	4570	1282	1-128B			12
"POINT (-118.46549371043355 34.032707152511257)"	759		0	45505	24160	90.09395599	4571	1283	23-13			12
"POINT (-118.50796291573764 34.021025343176916)"	760		0	45506	24161	272.68499755	4572	1284	2-1			12
"POINT (-118.50639950786105 34.019890875499641)"	761		0	45507	24162	273.85247802	4573	1285	2-7			12
"POINT (-118.50546063083095 34.021371327231954)"	762		0	45508	24163	90	4574	1286	2-34			12
"POINT (-118.50661019245575 34.021630434889659)"	763		0	45509	24164	90.19194793	4575	1287	2-33			12
"POINT (-118.50459682480609 34.022061385323184)"	764		0	45510	24165	270	4576	1288	2-45			12
"POINT (-118.504390789064 34.01973491288463)"	765		0	45511	24166	89.61482238	4577	1289	2-29			12
"POINT (-118.50503838530378 34.0202877299295)"	766		0	45512	24167	90	4578	1290	2-30			12
"POINT (-118.50389925359219 34.020014971549308)"	767		0	45513	24168	90.19226837	4579	1291	2-36B			12
"POINT (-118.50303648784005 34.020721909782182)"	768		0	45515	24169	269.80996704	4581	1293	2-48			12
"POINT (-118.50204027357987 34.016480453593502)"	769		0	45517	24170	270.46206665	4583	1295	2-14			12
"POINT (-118.50334163973619 34.017501421373154)"	770		0	45518	24171	270	4584	1296	2-12			12
"POINT (-118.50251709447585 34.018126615355115)"	771		0	45519	24172	89.9105072	4585	1297	2-24			12
"POINT (-118.49691271815271 34.017734018828428)"	772		0	45522	24173	180	4589	1300	3-136			12
"POINT (-118.49634711735403 34.018156888264045)"	773		0	45523	24174	0	4590	1301	3-139			12
"POINT (-118.49574185000887 34.01867535857204)"	774		0	45524	24175	180.14360046	4591	1302	3-159			12
"POINT (-118.49500582157799 34.019282561073233)"	775		0	45525	24176	179.90451049	4592	1303	3-176			12
"POINT (-118.49353236982046 34.014898157825883)"	776		0	45526	24177	270.18225097	4593	1304	3-122			12
"POINT (-118.4951781819649 34.016256259832915)"	777		0	45527	24178	0.07197999	4594	1305	3-128			12
"POINT (-118.49422645208814 34.017034916629456)"	778		0	45528	24179	359.85531616	4595	1306	3-158			12
"POINT (-118.4945464127692 34.016775078941279)"	779		0	45529	24180	0.28647699	4596	1307	3-145			12
"POINT (-118.49359015801434 34.017543962265023)"	780		0	45530	24181	0.071263	4597	1308	3-165			12
"POINT (-118.49327773834818 34.017797668613028)"	781		0	45531	24182	0.14252699	4598	1309	3-175			12
"POINT (-118.49244892373635 34.015864522399482)"	782		0	45532	24183	359.7310791	4599	1310	3-157			12
"POINT (-118.49311152830163 34.015330343456498)"	783		0	45533	24184	359.71209716	4600	1311	3-150			12
"POINT (-118.49331596742826 34.020421678703194)"	784		0	45534	24185	89.42990875	4601	1312	2-195			12
"POINT (-118.49174984872494 34.017504644054881)"	785		0	45535	24186	90.19146728	4602	1313	3-183A			12
"POINT (-118.49274242411451 34.018235682508426)"	786		0	45536	24187	270.38131713	4603	1314	3-183			12
"POINT (-118.49056439973748 34.017398754755447)"	787		0	45537	24188	359.89498901	4604	1315	3-190			12
"POINT (-118.49150816114243 34.016632385753084)"	788		0	45538	24189	359.85675048	4605	1316	3-174			12
"POINT (-118.49868779333821 34.014850186121912)"	789		0	45539	24190	90	4606	1317	3-42			12
"POINT (-118.50017728626767 34.014841619877814)"	790		0	45541	24191	268.01776123	4608	1319	3-1			12
"POINT (-118.49795798317446 34.012787321618944)"	791		0	45542	24192	270	4609	1320	3-5			12
"POINT (-118.49811025849367 34.014299763657078)"	792		0	45543	24193	90.92254638	4610	1321	3-41			12
"POINT (-118.49715596405267 34.013484562553522)"	793		0	45544	24194	90	4611	1322	3-38			12
"POINT (-118.49627212828825 34.012725977631938)"	794		0	45545	24195	90	4612	1323	3-35			12
"POINT (-118.49999517636343 34.01596896875941)"	795		0	45546	24196	90	4613	1324	3-48			12
"POINT (-118.4995168878051 34.015620945857499)"	796		0	45547	24197	179.89147949	4614	1325	3-47			12
"POINT (-118.49880191613104 34.016199806650562)"	797		0	45548	24198	180.06452941	4615	1326	3-77			12
"POINT (-118.49797069260046 34.01553712450206)"	798		0	45549	24199	270.19113159	4616	1327	3-74			12
"POINT (-118.49787655375697 34.016953172290002)"	799		0	45550	24200	179.71063232	4617	1328	3-103			12
"POINT (-118.49710659334816 34.016370335352633)"	800		0	45551	24201	269.80804443	4618	1329	3-100			12
"POINT (-118.49727061960658 34.014940204864139)"	801		0	45552	24202	270.19003295	4619	1330	3-73			12
"POINT (-118.49705905089229 34.014734499912969)"	802		0	45553	24203	359.57028198	4620	1331	3-71			12
"POINT (-118.49634148026929 34.014147281360906)"	803		0	45554	24204	270	4621	1332	3-68			12
"POINT (-118.49566146500335 34.01356714942473)"	804		0	45555	24205	270.3772583	4622	1333	3-67			12
"POINT (-118.49751712548465 34.014406048482051)"	805		0	45556	24206	0.21485799	4623	1334	3-53			12
"POINT (-118.49589785868569 34.013069428129739)"	806		0	45557	24207	0	4624	1335	3-56			12
"POINT (-118.49526749421231 34.013511119506816)"	807		0	45558	24208	90	4625	1336	3-64A			12
"POINT (-118.4947157377192 34.014029474984518)"	808		0	45561	24209	0	4628	1339	3-90			12
"POINT (-118.49645205064544 34.015223636451807)"	809		0	45562	24210	359.71353149	4629	1340	3-86			12
"POINT (-118.49522454026632 34.015034865002086)"	810		0	45563	24211	90	4630	1341	3-94			12
"POINT (-118.49618552387724 34.015867269804353)"	811		0	45564	24212	89.81090545	4631	1342	3-99			12
"POINT (-118.49611267047081 34.015499259832872)"	812		0	45565	24213	359.71353149	4632	1343	3-96			12
"POINT (-118.49512009027526 34.013112036662953)"	813		0	45567	24214	0.140431	4634	1345	3-63B			12
"POINT (-118.49685957569537 34.011810834159853)"	814		0	45568	24215	270	4635	1346	3-7			12
"POINT (-118.49591350379556 34.011165375440243)"	815		0	45569	24216	90	4636	1347	3-8			12
"POINT (-118.49559432208677 34.012203137934875)"	816		0	45570	24217	90	4637	1348	3-34			12
"POINT (-118.49482486161055 34.01160143270959)"	817		0	45571	24218	180	4638	1349	3-33			12
"POINT (-118.4945672866325 34.012904819455876)"	818		0	45572	24219	90	4639	1350	3-63			12
"POINT (-118.49375324760156 34.012473309309641)"	819		0	45573	24220	180	4640	1351	3-62			12
"POINT (-118.49333122816128 34.01281352111441)"	820		0	45574	24221	179.72302246	4641	1352	3-114			12
"POINT (-118.49277501773555 34.013270357125116)"	821		0	45575	24222	180	4642	1353	3-115			12
"POINT (-118.49223258068079 34.013787774588181)"	822		0	45576	24223	270	4643	1354	3-120			12
"POINT (-118.49090412627498 34.014400047048817)"	823		0	45577	24224	0	4644	1355	3-154			12
"POINT (-118.49158253243246 34.01423631555771)"	824		0	45578	24225	179.80838012	4645	1356	3-153			12
"POINT (-118.49183326506147 34.0137001556661)"	825		0	45579	24226	90	4646	1357	3-116			12
"POINT (-118.49064288897596 34.014999408830825)"	826		0	45580	24227	179.85079956	4647	1358	3-170			12
"POINT (-118.49020109994972 34.015100587679783)"	827		0	45581	24228	270	4648	1359	3-171			12
"POINT (-118.48913427499576 34.016214979503864)"	828		0	45582	24229	179.92802429	4649	1360	3-189			12
"POINT (-118.48970804220774 34.015755180249009)"	829		0	45583	24230	90	4650	1361	3-187			12
"POINT (-118.48508759474764 34.008866756716138)"	830		0	45601	24233	264.85671997	4673	1379	4-89			12
"POINT (-118.48420186643712 34.008270689493088)"	831		0	45602	24234	355.97799682	4674	1380	4-90A			12
"POINT (-118.48336534926044 34.008827348093227)"	832		0	45603	24235	85.70598602	4675	1381	4-59			12
"POINT (-118.48394737612203 34.00773083149906)"	833		0	45604	24236	265.862854	4676	1382	4-102A			12
"POINT (-118.48167348701804 34.007139261649129)"	834		0	45605	24237	84.40357971	4677	1383	4-80			12
"POINT (-118.4811538480691 34.007276348709887)"	835		0	45606	24238	265.14831543	4678	1384	4-75			12
"POINT (-118.48021559452286 34.006344197156309)"	836		0	45607	24239	265.15258789	4679	1385	4-74			12
"POINT (-118.48060331152971 34.006079065710033)"	837		0	45608	24240	84.75080871	4680	1386	4-83			12
"POINT (-118.48335550705404 34.007145216628565)"	838		0	45609	24241	265.28735351	4681	1387	4-98			12
"POINT (-118.48251855686311 34.006312059819592)"	839		0	45613	24242	265.69744873	4685	1391	4-94			12
"POINT (-118.48056324175197 34.008526644830773)"	840		0	45617	24245	270	4689	1395	4-65			12
"POINT (-118.47986857422846 34.00771041133261)"	841		0	45618	24246	265.853302	4690	1396	4-69			12
"POINT (-118.47925587071813 34.007105666457775)"	842		0	45619	24247	265.853302	4691	1397	4-68			12
"POINT (-118.48547946168178 34.009533244802412)"	843		0	45621	24249	355.70599365	4694	1399	4-50			12
"POINT (-118.48462814184685 34.010138050897979)"	844		0	45622	24250	355.43075561	4695	1400	4-53			12
"POINT (-118.48138634192203 34.007802637470739)"	845		0	45626	24251	80.48204803	4699	1404	4-73			12
"POINT (-118.48402354608436 34.009478782972359)"	846		0	45627	24252	85.63172149	4700	1405	4-55			12
"POINT (-118.48260049264073 34.008072120119422)"	847		0	45628	24253	88.39772796	4701	1406	4-78			12
"POINT (-118.47967870775467 34.005160127990536)"	848		0	45629	24254	85.22397613	4702	1407	5-151			12
"POINT (-118.48069312422621 34.00459999287802)"	849		0	45630	24255	262.81436157	4703	1408	5-141			12
"POINT (-118.48024721268109 34.004547860391902)"	850		0	45631	24256	355.99050903	4704	1409	5-146			12
"POINT (-118.47840343338409 34.004138119720892)"	851		0	45632	24257	266.35549926	4705	1410	5-155			12
"POINT (-118.47758445509274 34.003331915785658)"	852		0	45633	24258	265.69207763	4706	1411	5-160			12
"POINT (-118.479423385392 34.003454361296363)"	853		0	45634	24259	265.69744873	4707	1412	5-150			12
